Date,Category,Demand,Predicted_Demand
10/29/2023,Groceries,123,108.23
10/30/2023,Groceries,81,102.09
10/31/2023,Groceries,106,121.59
11/1/2023,Groceries,89,122.15
11/2/2023,Groceries,143,114.68
11/3/2023,Groceries,121,111.28
11/4/2023,Groceries,170,147.36
11/5/2023,Groceries,63,110.11
11/6/2023,Groceries,138,122.85
11/7/2023,Groceries,127,112.75
11/8/2023,Groceries,105,132.95
11/9/2023,Groceries,49,80.19
11/10/2023,Groceries,131,124.77
11/11/2023,Groceries,182,140.25
11/12/2023,Groceries,131,116.65
11/13/2023,Groceries,116,118.4
11/14/2023,Groceries,53,82.64
11/15/2023,Groceries,150,120.73
11/16/2023,Groceries,118,120.6
11/17/2023,Groceries,131,126.28
11/18/2023,Groceries,233,178.61
11/19/2023,Groceries,110,172.1
11/20/2023,Groceries,91,89.38
11/21/2023,Groceries,142,137.75
11/22/2023,Groceries,149,150.55
11/23/2023,Groceries,122,133.37
11/24/2023,Groceries,226,168.09
11/25/2023,Groceries,112,110.32
11/26/2023,Groceries,108,102.99
11/27/2023,Groceries,152,131.93
11/28/2023,Groceries,121,143.48
11/29/2023,Groceries,128,138.52
11/30/2023,Groceries,19,72.87
12/1/2023,Groceries,181,132.09
12/2/2023,Groceries,141,126.72
12/3/2023,Groceries,171,136.04
12/4/2023,Groceries,78,103.06
12/5/2023,Groceries,159,139.08
12/6/2023,Groceries,222,207.22
12/7/2023,Groceries,102,123.32
12/8/2023,Groceries,73,106.51
12/9/2023,Groceries,141,101.53
12/10/2023,Groceries,71,93.37
12/11/2023,Groceries,157,130.69
12/12/2023,Groceries,91,136
12/13/2023,Groceries,170,117.78
12/14/2023,Groceries,127,122.65
12/15/2023,Groceries,143,130.43
12/16/2023,Groceries,107,133.59
12/17/2023,Groceries,122,118.02
12/18/2023,Groceries,114,133.31
12/19/2023,Groceries,148,118.42
12/20/2023,Groceries,87,98.19
12/21/2023,Groceries,150,130.93
12/22/2023,Groceries,198,137.93
12/23/2023,Groceries,130,98.13
12/24/2023,Groceries,176,144.55
12/25/2023,Groceries,134,138.89
12/26/2023,Groceries,160,160.61
12/27/2023,Groceries,48,88.65
12/28/2023,Groceries,86,118
12/29/2023,Groceries,57,81.39
12/30/2023,Groceries,72,81.34
12/31/2023,Groceries,67,101.34
1/1/2024,Groceries,59,66.94
1/2/2024,Groceries,112,59.27
1/3/2024,Groceries,85,59.49
1/4/2024,Groceries,31,53.3
1/5/2024,Groceries,96,72.78
1/6/2024,Groceries,110,80.36
1/7/2024,Groceries,114,82.58
1/8/2024,Groceries,90,107.03
1/9/2024,Groceries,63,64.14
1/10/2024,Groceries,68,78.89
1/11/2024,Groceries,224,146.46
1/12/2024,Groceries,173,148.22
1/13/2024,Groceries,217,147.75
1/14/2024,Groceries,187,167.62
1/15/2024,Groceries,168,164.29
1/16/2024,Groceries,96,160.19
1/17/2024,Groceries,85,119.5
1/18/2024,Groceries,185,184.57
1/19/2024,Groceries,91,125.17
1/20/2024,Groceries,174,167.4
1/21/2024,Groceries,88,124.67
1/22/2024,Groceries,162,132.35
1/23/2024,Groceries,93,97.92
1/24/2024,Groceries,92,97.51
1/25/2024,Groceries,162,131.19
1/26/2024,Groceries,189,153.24
1/27/2024,Groceries,134,111.45
1/28/2024,Groceries,175,167.1
1/29/2024,Groceries,100,107.71
1/30/2024,Groceries,84,122.53
9/3/2023,Toys,142,125.87
9/4/2023,Toys,42,84.27
9/5/2023,Toys,71,79.76
9/6/2023,Toys,132,100.81
9/7/2023,Toys,71,87.98
9/8/2023,Toys,73,87.67
9/9/2023,Toys,122,93.74
9/10/2023,Toys,128,96.47
9/11/2023,Toys,71,74.65
9/12/2023,Toys,205,120.11
9/13/2023,Toys,62,101.46
9/14/2023,Toys,134,138.13
9/15/2023,Toys,126,147.11
9/16/2023,Toys,70,104.59
9/17/2023,Toys,76,93.05
9/18/2023,Toys,74,79.04
9/19/2023,Toys,84,83.64
9/20/2023,Toys,108,94.45
9/21/2023,Toys,198,161.8
9/22/2023,Toys,140,143.95
9/23/2023,Toys,107,125.16
9/24/2023,Toys,109,116.19
9/25/2023,Toys,144,158.74
9/26/2023,Toys,78,106.87
9/27/2023,Toys,101,133.22
9/28/2023,Toys,70,72.34
9/29/2023,Toys,83,86.6
9/30/2023,Toys,69,86.56
10/1/2023,Toys,131,97.27
10/2/2023,Toys,61,74.62
10/3/2023,Toys,92,85.47
10/4/2023,Toys,92,83.89
10/5/2023,Toys,125,94.86
10/6/2023,Toys,62,77.73
10/7/2023,Toys,25,55.53
10/8/2023,Toys,46,30.62
10/9/2023,Toys,27,53.59
10/10/2023,Toys,22,56.69
10/11/2023,Toys,29,33.81
10/12/2023,Toys,14,32.07
10/13/2023,Toys,79,57.23
10/14/2023,Toys,26,35.72
10/15/2023,Toys,28,29.1
10/16/2023,Toys,23,35.79
10/17/2023,Toys,29,33.75
10/18/2023,Toys,15,29.98
10/19/2023,Toys,46,29.55
10/20/2023,Toys,27,20.4
10/21/2023,Toys,53,36.1
10/22/2023,Toys,13,34.72
10/23/2023,Toys,32,31.84
10/24/2023,Toys,13,34.49
10/25/2023,Toys,98,88.06
10/26/2023,Toys,191,88.53
10/27/2023,Toys,63,83.67
10/28/2023,Toys,55,82.97
10/29/2023,Toys,149,84.5
10/30/2023,Toys,51,69.31
10/31/2023,Toys,117,110.22
11/1/2023,Toys,165,139.32
11/2/2023,Toys,96,93.76
11/3/2023,Toys,135,126.06
11/4/2023,Toys,127,133.81
11/5/2023,Toys,165,136.76
11/6/2023,Toys,117,99.18
11/7/2023,Toys,95,121
11/8/2023,Toys,82,105.52
11/9/2023,Toys,45,71.89
11/10/2023,Toys,64,83.94
11/11/2023,Toys,148,123.45
11/12/2023,Toys,41,96.33
11/13/2023,Toys,61,85.46
11/14/2023,Toys,43,88.42
11/15/2023,Toys,74,77.45
11/16/2023,Toys,73,65.48
11/17/2023,Toys,67,67.23
11/18/2023,Toys,118,77.37
11/19/2023,Toys,122,92.68
11/20/2023,Toys,112,97.26
11/21/2023,Toys,71,82.22
11/22/2023,Toys,69,97.82
11/23/2023,Toys,130,104.86
11/24/2023,Toys,89,93.13
11/25/2023,Toys,100,101.16
11/26/2023,Toys,82,84.06
11/27/2023,Toys,111,96.28
11/28/2023,Toys,95,92.93
11/29/2023,Toys,98,94.73
11/30/2023,Toys,133,99.84
12/1/2023,Toys,162,145.8
12/2/2023,Toys,162,117.29
12/3/2023,Toys,125,129.09
12/4/2023,Toys,153,136.53
12/5/2023,Toys,163,153.82
12/6/2023,Toys,68,126.56
12/7/2023,Toys,83,122.65
12/8/2023,Toys,132,120.91
12/9/2023,Toys,89,97.35
12/10/2023,Toys,99,107.65
12/11/2023,Toys,74,84.62
12/12/2023,Toys,119,103.73
12/13/2023,Toys,63,85.07
12/14/2023,Toys,115,105.1
12/15/2023,Toys,110,93.67
12/16/2023,Toys,52,97.95
12/17/2023,Toys,123,108.01
12/18/2023,Toys,68,101.5
12/19/2023,Toys,110,106.82
12/20/2023,Toys,55,92.37
12/21/2023,Toys,68,85.39
12/22/2023,Toys,98,87.73
12/23/2023,Toys,84,79.96
12/24/2023,Toys,87,82.51
12/25/2023,Toys,93,81.38
12/26/2023,Toys,163,89.63
12/27/2023,Toys,17,46.7
12/28/2023,Toys,21,82.59
12/29/2023,Toys,29,33.71
12/30/2023,Toys,28,33.67
12/31/2023,Toys,17,33.6
1/1/2024,Toys,26,31.95
1/2/2024,Toys,19,22.75
1/3/2024,Toys,57,27.21
1/4/2024,Toys,50,29.92
1/5/2024,Toys,30,36.8
1/6/2024,Toys,38,30.55
1/7/2024,Toys,7,26.92
1/8/2024,Toys,35,27.9
1/9/2024,Toys,12,74.99
1/10/2024,Toys,130,89.21
1/11/2024,Toys,141,98.88
1/12/2024,Toys,140,71.73
1/13/2024,Toys,107,77.02
1/14/2024,Toys,122,99.97
1/15/2024,Toys,140,127.55
1/16/2024,Toys,124,142.8
1/17/2024,Toys,84,94.12
1/18/2024,Toys,113,107.08
1/19/2024,Toys,145,160.04
1/20/2024,Toys,111,132.27
1/21/2024,Toys,42,98.88
1/22/2024,Toys,128,119.78
1/23/2024,Toys,74,78.05
1/24/2024,Toys,85,105.01
1/25/2024,Toys,147,131.01
1/26/2024,Toys,86,109.66
1/27/2024,Toys,109,105.95
1/28/2024,Toys,29,72.87
1/29/2024,Toys,66,69.4
1/30/2024,Toys,130,96.81
9/3/2023,Toys,99,104.86
9/4/2023,Toys,117,110.1
9/5/2023,Toys,100,107.93
9/6/2023,Toys,141,134.98
9/7/2023,Toys,159,142.07
9/8/2023,Toys,124,115.5
9/9/2023,Toys,112,126.59
9/10/2023,Toys,111,106.1
9/11/2023,Toys,61,76.28
9/12/2023,Toys,46,66.86
9/13/2023,Toys,137,107.72
9/14/2023,Toys,41,50.57
9/15/2023,Toys,128,118.13
9/16/2023,Toys,65,78.59
9/17/2023,Toys,83,81.06
9/18/2023,Toys,73,75.06
9/19/2023,Toys,81,80.98
9/20/2023,Toys,57,55.99
9/21/2023,Toys,104,90.2
9/22/2023,Toys,67,68.79
9/23/2023,Toys,156,117.63
9/24/2023,Toys,46,70.38
9/25/2023,Toys,141,154.68
9/26/2023,Toys,162,124.71
9/27/2023,Toys,154,132.29
9/28/2023,Toys,96,131.42
9/29/2023,Toys,83,98.45
9/30/2023,Toys,108,116.94
10/1/2023,Toys,104,117.74
10/2/2023,Toys,73,83.05
10/3/2023,Toys,48,60.71
10/4/2023,Toys,109,100.15
10/5/2023,Toys,69,74.99
10/6/2023,Toys,123,112.3
10/7/2023,Toys,25,41.64
10/8/2023,Toys,15,27.57
10/9/2023,Toys,25,36.43
10/10/2023,Toys,32,55.31
10/11/2023,Toys,54,54.37
10/12/2023,Toys,17,35.19
10/13/2023,Toys,36,25.81
10/14/2023,Toys,19,33.21
10/15/2023,Toys,52,38.32
10/16/2023,Toys,31,40.63
10/17/2023,Toys,34,27.54
10/18/2023,Toys,10,29.34
10/19/2023,Toys,39,40.87
10/20/2023,Toys,18,26.08
10/21/2023,Toys,24,29.35
10/22/2023,Toys,21,21.13
10/23/2023,Toys,49,36.82
10/24/2023,Toys,42,33.33
10/25/2023,Toys,155,126.49
10/26/2023,Toys,96,113.83
10/27/2023,Toys,141,81.01
10/28/2023,Toys,104,86.55
10/29/2023,Toys,78,71.25
10/30/2023,Toys,113,98.8
10/31/2023,Toys,77,101.23
11/1/2023,Toys,110,100.37
11/2/2023,Toys,56,89.23
11/3/2023,Toys,89,97.31
11/4/2023,Toys,138,109.91
11/5/2023,Toys,108,108.02
11/6/2023,Toys,82,88.16
11/7/2023,Toys,88,100.57
11/8/2023,Toys,60,64.5
11/9/2023,Toys,138,109.45
11/10/2023,Toys,84,100.8
11/11/2023,Toys,154,120.91
11/12/2023,Toys,116,123.5
11/13/2023,Toys,134,124.16
11/14/2023,Toys,104,87.72
11/15/2023,Toys,156,168.06
11/16/2023,Toys,108,115.65
11/17/2023,Toys,167,157.08
11/18/2023,Toys,183,177.99
11/19/2023,Toys,103,121.76
11/20/2023,Toys,60,76.75
11/21/2023,Toys,135,133.49
11/22/2023,Toys,161,167.66
11/23/2023,Toys,70,80.42
11/24/2023,Toys,67,70.38
11/25/2023,Toys,96,85.99
11/26/2023,Toys,84,83.71
11/27/2023,Toys,95,104.86
11/28/2023,Toys,115,99.48
11/29/2023,Toys,126,112.2
11/30/2023,Toys,102,99.32
12/1/2023,Toys,118,97.83
12/2/2023,Toys,60,76.29
12/3/2023,Toys,110,137.52
12/4/2023,Toys,128,125.37
12/5/2023,Toys,59,82.33
12/6/2023,Toys,191,177.51
12/7/2023,Toys,111,103.43
12/8/2023,Toys,116,109.05
12/9/2023,Toys,155,136.26
12/10/2023,Toys,110,109.33
12/11/2023,Toys,119,107.66
12/12/2023,Toys,136,151.25
12/13/2023,Toys,123,127
12/14/2023,Toys,65,78.19
12/15/2023,Toys,97,115.4
12/16/2023,Toys,87,80.3
12/17/2023,Toys,138,135.99
12/18/2023,Toys,94,115.48
12/19/2023,Toys,55,72.59
12/20/2023,Toys,132,109.37
12/21/2023,Toys,173,166.84
12/22/2023,Toys,90,94.3
12/23/2023,Toys,57,73.28
12/24/2023,Toys,127,113.58
12/25/2023,Toys,75,85.62
12/26/2023,Toys,102,104.47
12/27/2023,Toys,5,41.76
12/28/2023,Toys,30,38.46
12/29/2023,Toys,33,41.07
12/30/2023,Toys,26,39.5
12/31/2023,Toys,49,47.04
1/1/2024,Toys,57,50.11
1/2/2024,Toys,41,42.63
1/3/2024,Toys,27,35.16
1/4/2024,Toys,42,40.25
1/5/2024,Toys,26,37.15
1/6/2024,Toys,7,29.03
1/7/2024,Toys,34,33.1
1/8/2024,Toys,10,28.73
1/9/2024,Toys,91,89.45
1/10/2024,Toys,100,117.68
1/11/2024,Toys,140,143.49
1/12/2024,Toys,85,136.41
1/13/2024,Toys,90,80.17
1/14/2024,Toys,46,69.48
1/15/2024,Toys,80,92.14
1/16/2024,Toys,66,79.51
1/17/2024,Toys,84,75.82
1/18/2024,Toys,85,66.43
1/19/2024,Toys,72,83.16
1/20/2024,Toys,79,85.19
1/21/2024,Toys,63,68.51
1/22/2024,Toys,114,74.2
1/23/2024,Toys,179,129.17
1/24/2024,Toys,105,105.47
1/25/2024,Toys,103,115.39
1/26/2024,Toys,120,105.97
1/27/2024,Toys,122,114.24
1/28/2024,Toys,111,145.61
1/29/2024,Toys,88,89.73
1/30/2024,Toys,147,136.19
9/3/2023,Groceries,135,137.17
9/4/2023,Groceries,73,93.35
9/5/2023,Groceries,129,113.54
9/6/2023,Groceries,97,94.24
9/7/2023,Groceries,134,119.44
9/8/2023,Groceries,196,129.08
9/9/2023,Groceries,137,109.34
9/10/2023,Groceries,109,123.22
9/11/2023,Groceries,119,103.43
9/12/2023,Groceries,99,95.72
9/13/2023,Groceries,107,127
9/14/2023,Groceries,95,120.73
9/15/2023,Groceries,136,103.5
9/16/2023,Groceries,93,103.72
9/17/2023,Groceries,174,138.71
9/18/2023,Groceries,156,146.65
9/19/2023,Groceries,142,126.41
9/20/2023,Groceries,84,87.71
9/21/2023,Groceries,109,120.69
9/22/2023,Groceries,141,123.91
9/23/2023,Groceries,192,155.69
9/24/2023,Groceries,76,87.88
9/25/2023,Groceries,132,130.86
9/26/2023,Groceries,74,72.42
9/27/2023,Groceries,83,85.6
9/28/2023,Groceries,82,86.43
9/29/2023,Groceries,71,77.38
9/30/2023,Groceries,184,101.53
10/1/2023,Groceries,180,138.29
10/2/2023,Groceries,149,137.91
10/3/2023,Groceries,132,110.87
10/4/2023,Groceries,116,123.88
10/5/2023,Groceries,111,112.71
10/6/2023,Groceries,187,150.56
10/7/2023,Groceries,58,120.77
10/8/2023,Groceries,78,76.2
10/9/2023,Groceries,105,73.99
10/10/2023,Groceries,65,101.2
10/11/2023,Groceries,102,98.64
10/12/2023,Groceries,62,77.1
10/13/2023,Groceries,82,70.1
10/14/2023,Groceries,59,85.36
10/15/2023,Groceries,71,81.1
10/16/2023,Groceries,64,70.36
10/17/2023,Groceries,56,67.47
10/18/2023,Groceries,78,67.02
10/19/2023,Groceries,42,56.51
10/20/2023,Groceries,30,48.69
10/21/2023,Groceries,109,70.99
10/22/2023,Groceries,65,50.64
10/23/2023,Groceries,34,48.75
10/24/2023,Groceries,79,49.92
10/25/2023,Groceries,187,91.36
10/26/2023,Groceries,118,107.72
10/27/2023,Groceries,131,90.98
10/28/2023,Groceries,111,97.39
10/29/2023,Groceries,197,141.14
10/30/2023,Groceries,87,109.59
10/31/2023,Groceries,112,134.25
11/1/2023,Groceries,147,114.02
11/2/2023,Groceries,196,135.26
11/3/2023,Groceries,155,124.17
11/4/2023,Groceries,202,146.03
11/5/2023,Groceries,218,172.23
11/6/2023,Groceries,133,134.75
11/7/2023,Groceries,167,178.99
11/8/2023,Groceries,148,118.96
11/9/2023,Groceries,171,146.33
11/10/2023,Groceries,160,150.67
11/11/2023,Groceries,197,167.19
11/12/2023,Groceries,167,129.68
11/13/2023,Groceries,112,168.87
11/14/2023,Groceries,91,111.09
11/15/2023,Groceries,138,127.82
11/16/2023,Groceries,153,147.22
11/17/2023,Groceries,109,124.08
11/18/2023,Groceries,125,168.86
11/19/2023,Groceries,157,123.58
11/20/2023,Groceries,74,84.85
11/21/2023,Groceries,209,153.21
11/22/2023,Groceries,248,188.82
11/23/2023,Groceries,157,152.44
11/24/2023,Groceries,118,134.07
11/25/2023,Groceries,121,116.39
11/26/2023,Groceries,75,127.48
11/27/2023,Groceries,146,116.72
11/28/2023,Groceries,108,114.75
11/29/2023,Groceries,149,153.35
11/30/2023,Groceries,137,127.84
12/1/2023,Groceries,72,82.95
12/2/2023,Groceries,102,95.98
12/3/2023,Groceries,142,130.88
12/4/2023,Groceries,75,103.97
12/5/2023,Groceries,102,97.93
12/6/2023,Groceries,98,111.49
12/7/2023,Groceries,152,102.87
12/8/2023,Groceries,143,123.64
12/9/2023,Groceries,110,103.86
12/10/2023,Groceries,174,131.36
12/11/2023,Groceries,167,147.21
12/12/2023,Groceries,121,118.56
12/13/2023,Groceries,115,130.24
12/14/2023,Groceries,109,114.2
12/15/2023,Groceries,164,141.23
12/16/2023,Groceries,20,122.38
12/17/2023,Groceries,106,110.2
12/18/2023,Groceries,141,122.68
12/19/2023,Groceries,53,100.68
12/20/2023,Groceries,71,80.39
12/21/2023,Groceries,166,94.86
12/22/2023,Groceries,114,88.94
12/23/2023,Groceries,109,99.01
12/24/2023,Groceries,199,133.51
12/25/2023,Groceries,130,119.51
12/26/2023,Groceries,91,121.74
12/27/2023,Groceries,74,86.76
12/28/2023,Groceries,86,82.34
12/29/2023,Groceries,76,74.82
12/30/2023,Groceries,59,76.43
12/31/2023,Groceries,25,71.63
1/1/2024,Groceries,78,59.94
1/2/2024,Groceries,80,57.67
1/3/2024,Groceries,48,61.99
1/4/2024,Groceries,28,60.81
1/5/2024,Groceries,64,46.27
1/6/2024,Groceries,92,46.03
1/7/2024,Groceries,79,59.83
1/8/2024,Groceries,67,61.15
1/9/2024,Groceries,105,57.96
1/10/2024,Groceries,166,83.72
1/11/2024,Groceries,76,87.69
1/12/2024,Groceries,152,104.33
1/13/2024,Groceries,158,106.88
1/14/2024,Groceries,128,113.57
1/15/2024,Groceries,143,127.79
1/16/2024,Groceries,131,144.95
1/17/2024,Groceries,75,127.86
1/18/2024,Groceries,99,95.06
1/19/2024,Groceries,81,101.11
1/20/2024,Groceries,162,123.39
1/21/2024,Groceries,87,84.96
1/22/2024,Groceries,65,90.32
1/23/2024,Groceries,65,77.56
1/24/2024,Groceries,56,69.27
1/25/2024,Groceries,145,91.16
1/26/2024,Groceries,83,80.03
1/27/2024,Groceries,162,115.75
1/28/2024,Groceries,123,87.93
1/29/2024,Groceries,113,108.33
1/30/2024,Groceries,114,118.62
9/3/2023,Clothing,105,111.92
9/4/2023,Clothing,108,104.52
9/5/2023,Clothing,89,97.88
9/6/2023,Clothing,77,86.55
9/7/2023,Clothing,112,102.99
9/8/2023,Clothing,81,97.09
9/9/2023,Clothing,133,107.27
9/10/2023,Clothing,115,118.78
9/11/2023,Clothing,92,93.49
9/12/2023,Clothing,144,148.47
9/13/2023,Clothing,114,116.27
9/14/2023,Clothing,112,103.75
9/15/2023,Clothing,23,72.32
9/16/2023,Clothing,65,83.25
9/17/2023,Clothing,81,81.69
9/18/2023,Clothing,32,67.82
9/19/2023,Clothing,150,121.96
9/20/2023,Clothing,80,68.9
9/21/2023,Clothing,120,117.68
9/22/2023,Clothing,121,129.89
9/23/2023,Clothing,102,103.26
9/24/2023,Clothing,68,82.38
9/25/2023,Clothing,135,149.18
9/26/2023,Clothing,102,100.55
9/27/2023,Clothing,143,148.85
9/28/2023,Clothing,88,96.23
9/29/2023,Clothing,103,101.07
9/30/2023,Clothing,72,95.26
10/1/2023,Clothing,175,166.55
10/2/2023,Clothing,112,121.12
10/3/2023,Clothing,37,76.51
10/4/2023,Clothing,120,120.7
10/5/2023,Clothing,116,110.64
10/6/2023,Clothing,138,127.9
10/7/2023,Clothing,85,85.21
10/8/2023,Clothing,96,96.55
10/9/2023,Clothing,66,71.58
10/10/2023,Clothing,88,94.27
10/11/2023,Clothing,72,81.22
10/12/2023,Clothing,88,101.39
10/13/2023,Clothing,88,93.33
10/14/2023,Clothing,70,82.17
10/15/2023,Clothing,94,94.99
10/16/2023,Clothing,63,80.52
10/17/2023,Clothing,55,75.89
10/18/2023,Clothing,133,115.83
10/19/2023,Clothing,114,118.67
10/20/2023,Clothing,92,86.79
10/21/2023,Clothing,151,138.87
10/22/2023,Clothing,91,95.07
10/23/2023,Clothing,148,137.11
10/24/2023,Clothing,123,127.9
10/25/2023,Clothing,77,81.65
10/26/2023,Clothing,128,127.49
10/27/2023,Clothing,144,165.47
10/28/2023,Clothing,126,114.62
10/29/2023,Clothing,110,100.69
10/30/2023,Clothing,98,104.84
10/31/2023,Clothing,118,113.36
11/1/2023,Clothing,86,88.44
11/2/2023,Clothing,94,96.17
11/3/2023,Clothing,169,155.74
11/4/2023,Clothing,122,122.03
11/5/2023,Clothing,110,117.74
11/6/2023,Clothing,135,122.25
11/7/2023,Clothing,91,95.28
11/8/2023,Clothing,58,73.28
11/9/2023,Clothing,87,107.98
11/10/2023,Clothing,76,89.24
11/11/2023,Clothing,118,127.59
11/12/2023,Clothing,160,160.76
11/13/2023,Clothing,77,98.04
11/14/2023,Clothing,40,70.24
11/15/2023,Clothing,190,158.69
11/16/2023,Clothing,131,119.73
11/17/2023,Clothing,79,109.87
11/18/2023,Clothing,100,117.86
11/19/2023,Clothing,108,106.88
11/20/2023,Clothing,113,118.21
11/21/2023,Clothing,90,88
11/22/2023,Clothing,97,105.07
11/23/2023,Clothing,95,99.23
11/24/2023,Clothing,113,122.19
11/25/2023,Clothing,128,120.72
11/26/2023,Clothing,81,89.22
11/27/2023,Clothing,57,74.31
11/28/2023,Clothing,77,86.6
11/29/2023,Clothing,89,109.43
11/30/2023,Clothing,115,111.37
12/1/2023,Clothing,71,82.68
12/2/2023,Clothing,128,122.94
12/3/2023,Clothing,106,113.02
12/4/2023,Clothing,197,184.69
12/5/2023,Clothing,83,99.08
12/6/2023,Clothing,108,109.89
12/7/2023,Clothing,124,123.31
12/8/2023,Clothing,54,73.07
12/9/2023,Clothing,102,100.1
12/10/2023,Clothing,114,105.89
12/11/2023,Clothing,72,85.81
12/12/2023,Clothing,151,137.63
12/13/2023,Clothing,85,91.26
12/14/2023,Clothing,166,147.03
12/15/2023,Clothing,192,170.19
12/16/2023,Clothing,64,79.15
12/17/2023,Clothing,104,123.8
12/18/2023,Clothing,106,120.54
12/19/2023,Clothing,135,134.93
12/20/2023,Clothing,224,202.74
12/21/2023,Clothing,150,160.22
12/22/2023,Clothing,135,141.68
12/23/2023,Clothing,159,173.25
12/24/2023,Clothing,133,140.95
12/25/2023,Clothing,103,126.7
12/26/2023,Clothing,112,184.7
12/27/2023,Clothing,53,93.92
12/28/2023,Clothing,77,86.59
12/29/2023,Clothing,103,106.79
12/30/2023,Clothing,128,108.58
12/31/2023,Clothing,178,164.28
1/1/2024,Clothing,38,59.31
1/2/2024,Clothing,120,102.53
1/3/2024,Clothing,115,124.54
1/4/2024,Clothing,121,132.69
1/5/2024,Clothing,212,196.36
1/6/2024,Clothing,189,160.54
1/7/2024,Clothing,93,97.26
1/8/2024,Clothing,191,169.35
1/9/2024,Clothing,93,150.68
1/10/2024,Clothing,118,147.98
1/11/2024,Clothing,107,166.32
1/12/2024,Clothing,75,107.32
1/13/2024,Clothing,168,152.52
1/14/2024,Clothing,111,103.29
1/15/2024,Clothing,129,130.33
1/16/2024,Clothing,120,126.88
1/17/2024,Clothing,155,148.91
1/18/2024,Clothing,50,66.18
1/19/2024,Clothing,106,123.83
1/20/2024,Clothing,116,121.1
1/21/2024,Clothing,107,102.75
1/22/2024,Clothing,122,118.86
1/23/2024,Clothing,88,114.13
1/24/2024,Clothing,187,160.73
1/25/2024,Clothing,109,119.98
1/26/2024,Clothing,135,128.21
1/27/2024,Clothing,149,163.11
1/28/2024,Clothing,74,95.41
1/29/2024,Clothing,166,152.11
1/30/2024,Clothing,114,131.96
9/3/2023,Groceries,93,85.05
9/4/2023,Groceries,151,131.82
9/5/2023,Groceries,144,146.24
9/6/2023,Groceries,55,76.78
9/7/2023,Groceries,71,73.53
9/8/2023,Groceries,113,87.51
9/9/2023,Groceries,177,122.36
9/10/2023,Groceries,137,126.2
9/11/2023,Groceries,151,119.71
9/12/2023,Groceries,116,99.57
9/13/2023,Groceries,253,186.96
9/14/2023,Groceries,92,99.52
9/15/2023,Groceries,192,197.07
9/16/2023,Groceries,86,76.94
9/17/2023,Groceries,111,148.57
9/18/2023,Groceries,114,135.89
9/19/2023,Groceries,132,112.68
9/20/2023,Groceries,103,94.43
9/21/2023,Groceries,184,147.85
9/22/2023,Groceries,141,131.1
9/23/2023,Groceries,104,141.35
9/24/2023,Groceries,124,100.82
9/25/2023,Groceries,106,113.84
9/26/2023,Groceries,150,116.46
9/27/2023,Groceries,114,105.5
9/28/2023,Groceries,74,84.71
9/29/2023,Groceries,156,126.46
9/30/2023,Groceries,113,116.12
10/1/2023,Groceries,105,99.77
10/2/2023,Groceries,166,152.01
10/3/2023,Groceries,42,100.22
10/4/2023,Groceries,144,122.87
10/5/2023,Groceries,81,86.84
10/6/2023,Groceries,147,129.22
10/7/2023,Groceries,92,69.69
10/8/2023,Groceries,87,102.32
10/9/2023,Groceries,51,73.08
10/10/2023,Groceries,96,92.37
10/11/2023,Groceries,61,74.69
10/12/2023,Groceries,97,85.03
10/13/2023,Groceries,30,74.05
10/14/2023,Groceries,67,69.71
10/15/2023,Groceries,77,60.86
10/16/2023,Groceries,70,72.29
10/17/2023,Groceries,59,57.86
10/18/2023,Groceries,82,61.44
10/19/2023,Groceries,46,52.17
10/20/2023,Groceries,61,59.53
10/21/2023,Groceries,111,76.1
10/22/2023,Groceries,92,71.8
10/23/2023,Groceries,129,96.38
10/24/2023,Groceries,82,71.68
10/25/2023,Groceries,163,98.84
10/26/2023,Groceries,185,143.18
10/27/2023,Groceries,169,158.17
10/28/2023,Groceries,147,137.01
10/29/2023,Groceries,171,143.31
10/30/2023,Groceries,107,102.78
10/31/2023,Groceries,120,117.12
11/1/2023,Groceries,95,84.84
11/2/2023,Groceries,148,149.53
11/3/2023,Groceries,158,133.7
11/4/2023,Groceries,115,164.42
11/5/2023,Groceries,133,109.33
11/6/2023,Groceries,119,116.45
11/7/2023,Groceries,141,133.38
11/8/2023,Groceries,111,123.46
11/9/2023,Groceries,172,129.19
11/10/2023,Groceries,121,120.97
11/11/2023,Groceries,185,165.3
11/12/2023,Groceries,101,129.5
11/13/2023,Groceries,108,128.84
11/14/2023,Groceries,188,143.11
11/15/2023,Groceries,190,158.25
11/16/2023,Groceries,126,112.39
11/17/2023,Groceries,39,94.82
11/18/2023,Groceries,155,155.77
11/19/2023,Groceries,181,165.56
11/20/2023,Groceries,133,119.24
11/21/2023,Groceries,108,131.96
11/22/2023,Groceries,100,99.42
11/23/2023,Groceries,138,111.36
11/24/2023,Groceries,90,82.96
11/25/2023,Groceries,144,137.77
11/26/2023,Groceries,89,82.67
11/27/2023,Groceries,109,100.66
11/28/2023,Groceries,172,130.83
11/29/2023,Groceries,204,154.81
11/30/2023,Groceries,91,97.6
12/1/2023,Groceries,83,130.3
12/2/2023,Groceries,94,87.73
12/3/2023,Groceries,169,163.23
12/4/2023,Groceries,162,148.51
12/5/2023,Groceries,118,107.99
12/6/2023,Groceries,265,187.25
12/7/2023,Groceries,179,141.65
12/8/2023,Groceries,183,140.82
12/9/2023,Groceries,140,128.06
12/10/2023,Groceries,165,155.52
12/11/2023,Groceries,167,142.28
